artist,title,genre,lyrics,Album,release_year,Word Count,score,sentiment,filter,joy,sadness,surprise,trust,anger,disgust,anticipation,fear
Fifth Harmony,Everlasting Love,Pop,ever ever ever ever ever ever fifth harmony baby ever ever ever everlasting love another always lookin shoulder cause ever wanna miss thinkin daily wait face even know know wait kiss somehow know finally lock eyes that feel gonna needed make feel like dream whoever baby waitin ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant wasting time anybody baby want exceptional original someone deny love already know sounds crazy hope save cause baby mine mine gonna needed make feel like dream whoever baby waitin ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant post everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love bridge even know name brain darling hardly wait know beautifully insane infinitely promise glad came wait show ever everlasting love every ever everlasting love enough never ever givin layin next looking ever everlasting love ever ever forever ever kind touch never ever enough baby meant baby meant post everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love,Reflection,2015,250,0.78,joy,intenso,0.9,0.43,0.54,0.35,0.41,0.28,0.3,0.5
Fifth Harmony,Don’t Wanna Dance Alone,Pop,callin girls there tonight hundred percent every single trace weekdays gone there gotta million faces room room gets attention best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone floor feel starin across room what waitin want come make move million silhouettes dancin room room wanna gets attention best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone bridge come close baby want move slow never know things could come close baby want move slow never know things could best best feel like dancin feel like dancin night long night long nothing gonna stop want want baby come cause wanna dance alone long thinkin bout feelin arms your arms wrapped around body that want baby come cause wanna dance alone lone dance alone wanna dance alone,Reflection,2013,199,0.54,joy,intenso,0.37,0.13,0.0,0.25,0.41,0.0,0.2,0.11
Fifth Harmony,Suga Mama,Pop,flict know want tell want lady deny sexy what make green tryna take guess cash take team baby interlude woah woah suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post suga mama suga mama suga mama love nobody love like like call lazy food daddy said good ballin dough payin things something gotta change please please baby interlude woah woah woah suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post suga mama suga mama suga mama your suga mama bridge money money damn thang wish could honey make sang sang money money damn thang what want suga mama suga mama your suga mama baby suga mama said said suga mama suga mama your suga mama suga mama baby suga mama even though love thought even though love thought your your post suga mama suga mama suga mama suga mama suga mama suga mama suga mama,Reflection,2015,229,0.68,joy,intenso,0.51,0.0,0.1,0.28,1.0,0.28,0.3,0.29
Perrie,Forget About Us,Pop,want ever forget forget heard fell love somebody know heard found someone blew proud wanna hear songs more remember fell like everything froze glance then from heaven nothin feels like hell well here truth want ever forget front seat listenin songs made think bonfire smoke hoodie stole flat never gave back post want ever forget forget felt love since sure wanna back hear name still ever feel remember fell like everything froze glance then from heaven nothin feels like hell well here truth want ever forget front seat listenin songs made think bonfire smoke hoodie stole flat never gave back want ever forget know never perfect think life never found different love movin leave buried post want ever forget forget forget want ever forget forget bridge remember fell like everything froze glance then from heaven nothin feels like hell well here truth want ever forget front seat listenin songs made think bonfire smoke hoodie stole flat never gave back want ever forget know never perfect think life never found different love movin leave buried post want ever forget forget forget want ever forget forget,Single,2024,200,-1.0,sadness,neutro,0.47,1.0,1.0,0.6,0.6,0.4,1.0,1.0
Perrie,You Go Your Way,Pop,mine okay okay okay driving back home know there little space please something first know maybe something like mine okay okay okay okay mine okay okay okay turn face speak comes little joke right know laughin when look back five years time mine okay okay okay shit scared mine okay okay okay post finding baby find hard baby love really think meet again cause scared stop right home mine okay okay okay okay mine okay okay okay post finding baby find hard baby ahead bridge ahead cause smiling when look back five years time mine okay okay okay mine okay okay okay mine mine okay okay okay okay mine mine okay okay okay okay,Single,2024,129,-1.0,joy,intenso,0.26,0.0,0.0,0.0,0.2,0.0,1.0,0.0
Perrie,Tears,Pop,know never gettin back tears even care anymore keep pain know never gettin back tears from made fall keep weight know never gettin back tears thought months startin feel like feel like nothin dream dream finally good look with clouds eyes eyes gotta tempting tempting said sorry sorry never again even care anymore care more keep pain keep know never gettin back tears made fall made fall keep weight weight know never gettin back tears post want back have hold cause last tears could spill floor yours want babe better without them cause like back then just removed situation never again even care anymore care more keep pain keep know never gettin back tears made fall made fall keep weight keep weight know never gettin back tears never gettin back tears post want back have hold cause last tears want back tears tears hold cause last tears,Single,2024,164,-1.0,sadness,neutro,0.3,1.0,0.46,0.46,0.0,1.0,0.5,1.0
Perrie,"Me, Myself & You",Folk,darkest part reason hard breathe stealin words speak love show unannounced take head clouds then talk down back again keep runnin circles there never hurt head always piece choose every lonely night mind always matter loose always holdin tight guess part life never pull away emotion tidal wave wrap heart heavy chains hold down keep runnin circles ever hurt head always piece choose every lonely night mind always matter loose always holdin tight guess part life life life always mind mind,Single,2024,88,-1.0,anger,intenso,0.0,0.3,0.13,0.66,1.0,0.2,0.0,0.5
Perrie,Rollercoaster,Folk,everybody loves take highs lows rollercoaster roller rollercoaster ride ride ride baby ride baby rollercoaster roller rollercoaster problematic could hell could pure magic automatic fast could crash landing kisses they sweet delicious pull closer every touch gets high high when shakin makin fizz like cola head spinnin long heart ride rollercoaster post ride rollercoaster roller rollercoaster ride rollercoaster roller rollercoaster habit tryna help heart panic tryna love kisses they sweet delicious pull closer every touch gets high high when shakin makin fizz like cola head spinnin long heart ride ride rollercoaster post ride rollercoaster roller rollercoaster ride rollercoaster roller rollercoaster ride baby rollercoaster roller rollercoaster ride rollercoaster bridge pull closer good over every touch gets high good over good over pull closer good over everybody loves good over good over rollercoaster good over good over good over pull closer good over good over good over rollercoaster,Single,2025,172,1.0,joy,intenso,1.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0
JADE,Angel Of My Dreams,Eletrônica,wonder care mike somethin crazy love madly refrain angel dreams always love hate fair bittersweet always want need care interlude care care care care funny care care care money money sellin soul psycho they lucky better like lucky honey feels nice spotlight when camera flashy happy heaven lookin dreams always love hate fair bitt rsweet always want need care love call star dark want need care fair post fair fair fair fair grind fair sushi house suit gucci never knew feels nice feels nice spotlight spotlight when camera flashy happy heaven lookin angel dreams always love hate fair bittersweet always want need care love call star dark want need care fair post fair refrain angel dreams wonder care always love hate fair bittersweet always love forever swear always want need care always love,Single,2024,143,1.0,joy,intenso,1.0,1.0,1.0,1.0,1.0,1.0,0.66,0.0
JADE,IT girl,Eletrônica,throw roses well that showbiz baby sugarcoat make feel sick refrain girl girl girl girl whole world whole world between hips girl sign line baby smile show teeth goodbye autonomy body belongs pedestal watch dance dance beat till stand stand face first kitty fangs kitty claws clause contract contract gone gone girl could throw roses well that showbiz baby sugarcoat feel sick thing baby doll puppet string this bitch controll thing store power trip remove filthy paws filthy paws post filthy filthy filthy refrain girl girl girl girl whole world whole world between hips girl darling could never never never never throw roses roses well that showbiz baby baby sugarcoat make feel sick thing baby doll puppet string this bitch controlled thing store power trip remove filthy paws filthy paws post filthy filthy filthy filthy,Single,2025,149,-1.0,disgust,intenso,0.36,1.0,1.0,1.0,1.0,1.0,0.0,0.9
JADE,FUFN (Fuck You For Now),Eletrônica,always think know best need listen talkin usually would brush something stirrin inside bones smile wave event once leave play pretend said things regret once lose head hurt know pushed edge gettin slam door done before doin tonight baby back face right tell calm down words fuck drank much tonight cryin tired know goodbye tonight baby back face right tell calm down love tonight down words fuck hand heart always first first first first even deserve deserve moved world leave back baby turn turn turn forgive words bout worst want angry text want sorry want fuckin face tell chill today gettin slam door done before doin tonight baby back face right tell calm down words fuck drank much tonight cryin tired know goodbye tonight baby back face right tell calm down love tonight down words fuck bridge pray tomorrow okay okay price pride comes first till fall walk away walk away walk away walk away walk away walk away walk away walk away gettin slam door done before doin tonight baby back face right tell calm down words fuck drank much tonight cryin tired tired know goodbye tonight baby back face right tell calm down love tonight down words fuck words fuck,Single,2025,212,-1.0,anger,neutro,0.36,0.9,0.53,0.0,1.0,0.0,1.0,0.9
JADE,Fantasy,Eletrônica,hahaha need need passion pain pleasure shame like weird like strange fantasy babe babe babe babe whatever floats boat help sail away sail away what sugar babe release fear judgement babe could loopy could kinky could that okay need know dreamin dreamin wanna tell secrets bring freaky life want that passion pain pain pleasure shame like weird like strange fantasy fantasy babe think time pandora unlocked think time lost tryna ideas ideas welcome come here bizarre always make need know dreamin dreamin wanna tell secrets bring freaky life want that passion pain pain pleasure shame shame like weird like strange fantasy fantasy babe babe passion pain pleasure shame shame like weird like strange fantasy babe bridge babe fantasy baby like weird like want that need know dreamin dreamin baby wanna tell secrets bring freaky life want that fantasy like like fantasy anymore baby reality explore baby baby fantasy anymore baby reality explore baby,Single,2024,172,-1.0,fear,intenso,0.18,1.0,0.0,0.0,0.0,0.64,0.55,1.0
JADE,Midnight Cowboy,Eletrônica,ncuti gatwa jade ladies gentlemen theys thems hold tight performance begin hahahahaha flash photography video encouraged hahahaha enjoy show refrain jade midnight here ready saddle hold down saddle fantasy leather chaps floor saddle hold down saddle jade baby real wild bitch mental ride life rental editor call enninful vanilla experimental show ropes whipped know needed something could perform like tour baby clap encore jade giddy wild wild west think bout time midnight cowboy work work work work giddy wild wild west know comes next midnight cowboy work work work work work jade better buckle little nasty take town never find lass show back givin ginuwine neigh name better wait nothin wrong little horseplay reverse bitch girl watch down refrain jade midnight here ready blow saddle hold down saddle ecstasy ponytail grab hold saddle hold down saddle work work work work jade giddy wild wild west think bout time midnight cowboy work work work work giddy wild wild west know comes next midnight cowboy work work work work work interlude ncuti gatwa jade they call call calamity jade work work work work work giddy giddy giddy work work work work jade baby real wild bitch mental mental ride life rental rental editor call enninful vanilla experimental show ropes whipped know needed something could perform like tour baby clap encore jade giddy wild wild west think bout time midnight cowboy work work work work giddy wild wild west know comes next midnight cowboy work work work work jade ncuti gatwa work work work work giddy giddy giddy work work work work really setting work work work work barrel better hands together make clap miss jade performance hahahaha,Single,2024,289,1.0,surprise,intenso,0.0,0.0,1.0,1.0,0.43,1.0,1.0,0.0
Jesy Nelson,Boyz,R&B,baddie barbie love little bitter sweet recipe bein nice little borin sheets when ride know know please refrain like tattoos gold teeth type make feel like baddie like fire bringin baby somethin bout weak knees hold criminal mama want enough know like know like like stop love boys life like know like like stop love boys life little attitude think kinda cute hood good damn taboo know know please like baby sashimi refrain like tattoos gold teeth type make feel like baddie like fire bringin baby somethin bout weak knees hold criminal mama want enough know like know like like stop love boys life like know like like stop love boys life proceed give need bitches want come word biggie diddy mase woah like find prettier face keep dancing like total could shine shoot place prrr raspberries cherries berries edible bitches like library done read body smokin come pull lucky charms anklets cereal jelly bitches actin real messy still bitch whether sporty dressy know dudes actin zesty want bestie like know like gotta gotta like stop love boys life want like know like like stop love boys life love plus ready knock motherfucker impress,Single,2021,231,-1.0,joy,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jesy Nelson,Bad Thing,R&B,started another second chance fuck again know good alone feel like home favourite kind wrong familiar song when bout forget cried last time only thing seein clearly love blind would trade common sense good time never easy fuck feelin needy gave still complete keep coming back leave damn done thing thing know damaged goods thing thing wanna treat good worst habits could when done thing know damaged goods know deserve words first especially night simple text ignites flame back life make right cause bout forget cried last time only thing seein clearly love blind would trade common sense good time never easy fuck feelin needy gave still complete keep coming back leave damn done thing thing know damaged goods goods thing thing wanna treat good worst habits could damn done thing know damaged goods bridge repeat delete promise better swear good part first take back heart then like care thing knowing damaged goods thing wanna treat good worst habits could damn done thing know damaged goods,Single,2023,176,1.0,anticipation,intenso,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Leigh Anne,Don’t Say Love,Eletrônica,myself gone myself gone wanna talk cannot pretend like perfect perfect tell something wrong feel like myself strong wanna someone else somethin wrong gonna need help down life just love chasin empty lies empty words entertainment love need need need need somethin real love chasin truth might hurt know take love chasin need need need need somethin need somethin need somethin real just take personal personal protect feelings anymore cannot pretend like perfect perfect tell something wrong somethin wrong feel like myself strong strong wanna someone else somethin wrong somethin wrong gonna need help down life just love chasin empty lies empty words entertainment love need need need need somethin real post give somethin hold give somethin hold forever life gotta watch leave need need need need somethin need somethin need somethin real bridge real need somethin real need need need need somethin real love chasin empty lies empty words entertainment entertainment love need need need need need somethin real love chasin truth might hurt know take take love chasin need need need need somethin need somethin need somethin real,Single,2023,210,1.0,trust,intenso,1.0,0.66,0.8,1.0,1.0,0.0,0.46,0.44
Leigh Anne,My Love,Afrobeat,like dominoes make walls fall down woman knows make world round like gravity breakin ground home kingdom starr starr when rhythm vibrates tell much take when rhythm vibrates tell much take take take tell much take take starr starr love love love love heart earth beat love love love love love love love love love heart earth love love runs deep nothing gonna stop love like flood rainin comin above like gravity breakin ground home kingdom starr when rhythm vibrates tell much take when rhythm vibrates tell much take take take tell much take take starr starr love love love love heart earth beat beat love love love love love love love love love love love heart earth beat love love starr tell want supersonic like addict burnin sound sound sound know bougie like make detach cable melody fire sweet pass desire willing able ready starr starr when rhythm vibrates tell much take when rhythm vibrates tell much take take take tell much take take much take starr starr love love love love love love heart earth beat beat love love love love love love love love love love love love heart earth beat love love love love,Single,2023,254,1.0,joy,intenso,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0
Leigh Anne,Stealin’ Love,Afrobeat,even yourself need eyes already tell givin love space time gonna back stealin love love love love love love stealin love mine mine wanna hear tell mine night night tell take time wanna body morning light alright stealin love stealin love leav night runnin back fore tears would twic tell hurtin twist knife stealin love stealin love sentimental full potential tryin hold wanna backdoor arms thing runnin from mine mine wanna hear tell mine night night tell take time wanna body morning light alright mornin light stealin love stealin love leave night runnin back fore tears would twice tell hurtin twist knife stealin love stealin love stealin love stealin love,No Hard Feelings,2024,117,-1.0,joy,intenso,0.28,0.66,0.0,0.0,0.0,0.0,0.66,0.33
Leigh Anne,Forbidden Fruit,Afrobeat,lookin wrong right choose forbidden forbidden fruit playin safe know taste forbidden forbidden fruit where begin woke somebody stay with stay away from really innocent could blame love danger danger sweet temptation makin wanna somethin naughty naughty goin body like lookin wrong right choose forbidden forbidden fruit playin safe know taste forbidden forbidden fruit when gonna creepin again night make stay whol life devil dress rless knew right soon left together broke couple hearts forever whatever sweet temptation makin wanna sticky situation wrapped around waist like lookin wrong right choose forbidden forbidden fruit playin safe know taste forbidden forbidden fruit,No Hard Feelings,2024,109,-1.0,joy,neutro,0.56,0.66,0.2,0.28,0.4,1.0,0.66,0.44
Leigh Anne,OMG,R&B,sugar sweet take seat make scene show freak baby talk make body speak only dreams show make weak knees make spicy wasabi workin overtime every week feminine energy want need ride speak watch thing side side take backseat switch sides opposite dominant amin gosh curves real prominent lookin like gosh switch sides opposite like gosh post gosh gosh gosh gosh slip inside take bite keep heart inside make hard night take like mine baby polite gotta right female appetite zone pheromones body tsunami workin overtime every week feminine energy want need ride speak watch thing side side take backseat switch sides opposite dominant screamin gosh curves real prominent eyes lookin like gosh switch sides opposite like gosh post gosh gosh gosh gosh,No Hard Feelings,2024,136,-0.7,trust,intenso,0.0,0.0,0.2,1.0,0.0,0.0,0.66,0.22
Leigh Anne,I’ll Still Be Here,R&B,still leaving even rain pouring still here leaving here catch falling still leaving even ever doubt take time figure wake early morning still here leaving post still here still breathing still here leaving letting girls table make feel little unstable shouldn feel like could right back just please person know show show when time home find difficult believing believe true reason still here leaving even rain pouring still here leaving here catch falling still here leaving even ever doubt take time figure wake early morning still here leaving post still here still breathing still there still here leaving first admit days insecure worst wanna feel like come know years took granted swear taking time hope know still here leaving even rain pouring still here leaving still there here catch falling still here leaving leaving even ever doubt take time figure wake early morning still here leaving post still here still breathing still there still here leaving post still here still breathing still here still breathing still here leaving still here leaving baby still here baby still here baby still here still leaving,No Hard Feelings,2024,198,-0.7,trust,intenso,0.37,0.88,0.8,1.0,0.2,0.0,0.26,0.55
Leigh Anne,Anticipate,R&B,your driveway runnin feelin cause know miss worst specially memories made might even make another baby even wait things crave alone phone when talkin like better watch tone tryna make last take back cause hold know love make anticipate wanna show worth wait handle mine home time thing better missin post kissin lovin touchin wanna kiss love touch wanna kiss love touch thing better missin sleep really want body beside feels little lonely sheets specially without energy dreams ready come take goin mind know wait things crave alone phone when talkin like better watch tone tryna make last take back cause hold know love make anticipate wanna show worth wait handle mine home time thing better missin post kissin lovin touchin wanna kiss love touch wanna kiss love touch thing better missin kissin lovin touchin when touchin wanna kiss love touch wanna kiss love touch thing better missin,No Hard Feelings,2024,169,-0.4,anticipation,intenso,1.0,1.0,1.0,0.95,0.2,0.33,1.0,1.0
Leigh Anne,Nature,R&B,baby want turn confidence cocoa butter skin sparklin argument give keys apartment hung like ornament good love hollerin stood tall fallin fallin mama said lovin could blindin know baby movin timin really lovin pressure applyin know come around smilin riddim sweet talk make wanna down your love million care nobody else opinion post call come wherever love move nature when never love move nature interlude nature nature nature ture trippin stumblin fault mine when makin hard decline give baby always time know wanna gallivanter body tonight kissin look good light wanna gallivanter body tonight kissin look good light mama said lovin could blindin know baby movin timin really lovin pressure applyin know come around smilin riddim sweet talk make wanna down your love million care nobody else opinion post call come wherever love move nature ture when never love move nature call come wherever love move nature when never love move nature nature nature nature ture nature nature nature ture,No Hard Feelings,2024,189,-1.0,joy,intenso,0.3,0.55,0.8,0.28,0.2,0.0,0.26,0.33
Normani,Wild Side,R&B,normani ready pull ready baby wanna shoot shot cause bulletproof yeah load baby wanna ready pull ready  normani this type shit wildin last minute trips islands drip drip drip slide baby right hesitate cause know like bakin cake sweet baby like bite  normani keep talkin think often cautious wanna wild take ride show wild side know while wanna wild  normani wanna drive crazy crazy pull inside baby fuckin like oopsie daisy ands buts maybes laid shit lazy need roll shit like skatin yeah baby hold shit hate waitin shoot shot impati  normani this type shit wildin last minute trips islands drip drip drip slide baby right hesitate cause know like bakin cake sweet baby like bite  normani keep talkin think often cautious wanna wild take ride show wild side know while wanna wild  cardi look melo turn round treat like watch bust kitchen floor right towel dick want tell want back stomach baby blow like trumpet probably suck watermelon straw believe every hair come take mugler waitin lingerie drive pussy like bombs away boom nothing robe house wanna pretty pink toes mouth send nudes phone workin gotta shit person believe  cardi normani keep talkin want comin inside cautious wanna wild take ride show wild side know while wanna wild  normani starrah pull benz make baby shit again yeah pull drop yeah makin shit yeah pull benz make baby shit again yeah pull drop yeah makin shit yeah,DOPAMINE,2021,246,-1.0,fear,intenso,1.0,0.13,1.0,0.82,0.14,1.0,0.99,1.0
Normani,Motivation,R&B,break motivation stay give tonight baby turn around give innovation cause right  good good baby good good baby leavin solo regular regular keep keep fightin keep keep fightin cause know thing here regular regular  fallin would ever somethin instead fallin right yeah  break motivation stay give tonight baby turn around give innovation cause right think think think take look little motivation alright  baby baby know there better better late make tell yeah naked tell cause know there better better  fallin would ever somethin instead fallin right right  break motivation stay give tonight give tonight baby turn around give innovation cause right think think think take look little motivation alright bridge little motivation  break motivation stay give tonight baby turn around give innovation cause right think think think take look little motivation alright,Single,2019,141,1.0,joy,intenso,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Normani,Waves,Eletrônica,normani thank weekend friends rather liquor sink than thoughts thinking when someone else feeling like cheating might deep when much shut start creep know everyone sick reasons come like seasons  normani first blame want fucking hate love help myself when wanna leave that need help myself  normani come waves waves waves every hour every come waves yeah  normani keep going motions ended long numb emotions flood memory like ocean drowning devotion  normani first blame want fucking hate love help myself when wanna leave that need help myself  normani come waves waves waves every hour every come waves yeah come waves  lack yeah come downs yeah know tryna ride ride slow deep breath tide hold tight stride eyes come monsoons made love full moon yeah wave like water trend start this start first love hate dare replace crazy crazy ecstatic high crashed cause made damn  normani lack come waves waves waves yeah yeah every hour every hate come waves come waves waves waves come waves come waves every hour every yeah yeah yeah  normani come waves come waves yeah yeah come waves,Single,2018,190,-1.0,sadness,intenso,0.11,1.0,0.63,1.0,0.17,1.0,0.11,1.0
Normani,Candy Paint,Pop,bank roll thumbin baby know comin booty bubonic move want girl shit baby runnin make boom boom clap like drummin refrain shake make tick tick tick brum bumpin shake make tick tick tick tick brum bumpin whippin shit could turn nothin somethin make tick tick tick bumpin  make nigga race wanted baby could take place wanted could bank spend cake wanted told could diamonds face wanted  take might never back baddie know booty candy painted diamond back nigga know when finished baby back baby back booty candy painted diamond back nigga know  round baddest used average know show took wrist took neck freezed took whip speed need nigga beat refrain shake make tick tick tick brum bumpin shake make tick tick tick tick brum bumpin whippin shit could turn nothin somethin make tick tick tick bumpin  make nigga race wanted baby could take place wanted could bank spend cake wanted told could diamonds face wanted  take might never back baddie know booty candy painted diamond back nigga know when finished baby back baby back booty candy painted diamond back nigga know bridge handle sweet like candy sweet sweet taste like candy handle sweet like candy sweet sweet taste like candy  take might never back baddie know booty candy painted diamond back nigga know when finished baby back baby back booty candy painted diamond back nigga know,DOPAMINE,2024,233,0.59,joy,intenso,1.0,0.0,0.11,0.2,0.74,0.55,1.0,0.0
Normani,Checklist,Eletrônica,wizkid normani gyal come whine yeah yeah yeah yeah yeah  normani addy need diamonds shining diamonds shining keep tryna keep like checklist slow whine slow whine body cold like necklace post  normani straight heaven baby blessing come teach lesson yeah straight heaven baby blessing come teach lesson  normani come show neck bout might show check bout might show bout give check moving around make feel like drown make feel like only know  normani addy need diamonds shining diamonds shining keep tryna keep like checklist slow whine slow whine body cold like necklace post  normani straight heaven baby blessing come teach lesson yeah straight heaven baby blessing come teach lesson  wizkid gyal body cold like necklace mind really touch this gold cold whine this this straight checklist loving love cause reckless girl sinner come bless baby girl stress gyal kill vibe  normani addy need diamonds shining diamonds shining keep tryna keep like checklist slow whine slow whine body cold like necklace  wizkid need likkle time just give keys life baby girl show vibe baby girl show light need likkle time said give keys life baby girl show vibe take control control,Single,2018,199,0.61,joy,intenso,1.0,0.11,0.4,1.0,1.0,0.9,0.17,0.4
Normani,Fair,R&B,hundred days countin know favorite still when tell myself always will feel feel time heal time kill  play mind like rehearsed know repurpose fakin hurt like this carry carry burdens time workin know heartbreak perfect  fair moved cause swear haven right grown still stuck habits cause finding strange that better average hearts break middle happen post  yeah better better  maybe could trade places feel betrayed could feel shameless carry weight gains take ways might touch  cause plays mind like rehearsed know repurpose fakin hurt like this carry carry burdens time workin know heartbreak perfect  fair moved fair cause swear right grown still stuck habits cause finding strange that better average hearts break middle tell happen post  yeah yeah better better,Single,2022,128,1.0,trust,intenso,1.0,1.0,0.78,1.0,0.52,0.52,1.0,1.0
Normani,Slow Down,Eletrônica,normani everybody slow down everybody everybody slow down everybody down cool wanna slow doubt remember night house remember time broke down saying happy dropped chain knowing hold down  normani champagne took clothes champagne cause girls make make like soda make make dose still stealing time still feel heart asking  normani could real scared feel this make world still could feel this risk love right make lonely disappear could could real could real  normani nobody home nobody nobody home everybody night life flow when exit club putting show doubt tryna move like dummy tryna move real trust tryna show people better touch  normani champagne took clothes champagne missing phone calls swimming like like fucking slow rocking boat still stealing time still feel heart asking  normani could real scared feel this make world still could feel this risk love right here make lonely disappear could could real could real  normani could real real real could real could could,Single,2018,163,-0.5,trust,neutro,0.55,1.0,0.0,0.33,1.0,0.74,1.0,1.0
Normani,01:59,R&B,normani turn turn  normani phone ringin time what mind brrt call come through fantasize want times side clocks rooms  normani back vibe again hard fight again shit hide again  normani when alone talk much shit yeah when alone talk much shit what  gunna tell girl like things sexy camera leave melt room room fuckin made love tunes fuckin shrooms lock move baby help heal pain heal pain this feel like lust feel love veins veins tell babe tell babe made love chemistry keep sane  normani gunna back vibe back vibe again hard find hard find again shit hide shit hide again  normani when alone when when talk much shit what what brrt bridge normani text know back gets every time know love things baby every time spent long time tryna away baby catch every time when text where lettin know back gets every time  normani when alone alone gonna talk much shit yeah what when alone yeah talk much shit shit whatever wanna what  normani yeah wanna,DOPAMINE,2024,176,-1.0,anger,intenso,1.0,0.94,0.37,0.37,1.0,1.0,0.15,0.15
Normani,Big Boy,R&B,starrah  normani starrah kickin coolin bitch told stick move thicker smoothies only ever type shit movies only ever type shit life caught cornbread brought they really want this different shit this caught really blame  normani cause bitch bitch bling bling blaow like what wrist bling bling blaow that platinum hits bling bling blaow that billboard shit  normani normani starrah just used bump andr small change turn small pieces boys blicky make nigga fuck like small change turn small piec boys blicky make nigga fuck like small chang turn small pieces boys blicky make nigga fuck like small change turn small pieces boys  normani starrah roll yeah pimpin like brought niggas throwin salt hatin nigga pussy good please caught haha really blame  normani normani starrah cause bitch bitch bling bling blaow like what wrist bling bling blaow that platinum hits bling bling blaow that billboard shit  normani normani starrah just used bump andr small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys  starrah shawty know thicker snicker messin liquor brrr nigga callin pick brrr goddamn really blame  starrah starrah normani normani cause bitch bitch bling bling blaow like what wrist bling bling blaow that platinum hits bling bling blaow that billboard shit  normani normani starrah this used bump andr small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys blicky make nigga fuck like small change turn small pieces boys,DOPAMINE,2024,287,-1.0,fear,intenso,0.31,1.0,1.0,1.0,1.0,0.25,1.0,1.0
Normani,All Yours,R&B,there somethin likin much frightenin bite like python fight like tyson like dyson never planned like could cherry cake make icin  said that mine spread like wildfire like mind like twice like flip flip drippin this kitty midas touch turn gold  head like like like right like take like right like head like like like right like take like right like  cause automatic kind magic rendezvous voulez vous want deep deep yeah wanna deep deep deep deep roll like beep beep beep beep take leap leap believe turn like turn leaf baby could come pick tree know like sweet sweet sweet knees weak exhale breathe  said that mine spread like wildfire like mind like twice like flip flip drippin this kitty midas touch turn gold  head like like like like right like take like take like right like head like head like like like like like right like right like take like take like right like right like yeah bridge yours from stairs floor yours yours mine  head like head like like like like right like take like take like right like head like head like like like like like right like right like take like take like right like right like,DOPAMINE,2024,209,1.0,surprise,intenso,0.18,0.93,0.18,0.18,0.62,0.31,1.0,1.0
Normani,Still,R&B,still tippin four fours wrapped wrapped four vogues pimpin pimpin four hoes packin still  back want keep lights flash shakin with girls spendin money still still still strip club feet houston raised nola made star diva  still goin section still standin couch gettin reckless yeah saucin like dressin christian dior blessin busy livin life yeah even message still smoke like bitch could exes still  still sexy still still extra with girls flexin still still still sexy still still extra with girls still post  still tippin four fours still wrapped wrapped four vogues still pimpin pimpin four packin still still tippin four fours still still wrapped wrapped four vogues still still pimpin pimpin four hoes packin interlude still pimpin four hoes packin still  swinging like double yeah gold grill diamonds teeth yeah yeah pimpin hold pimp still still still hold city real niggas badass women never seen pretty yeah  still goin section still standin couch gettin reckless yeah saucin like dressin christian dior blessin busy livin life yeah even message still smoke like bitch could exes still  still sexy still still extra with girls flexin still still still sexy still still extra with girls flexin still post  still tippin four fours still wrapped wrapped four vogues still pimpin pimpin four hoes packin still still tippin four fours still still wrapped wrapped four vogues still still pimpin pimpin four hoes packin  still still still still still tippin four fours wrapped wrapped four vogues pimpin pimpin four hoes packin still tippin four fours wrapped wrapped four vogues pimpin pimpin four hoes packin,DOPAMINE,2024,269,-1.0,anger,intenso,0.11,1.0,1.0,1.0,1.0,0.74,0.11,1.0
