title,lyrics,release_date,Album,release_year,Word Count
Monster In Me,jesy leigh anne beautiful creatures every time touch dangerous this spark chemistry beautiful liars drownin deep every night fight like hell feels like heaven sheets  leigh anne every time scream call more  perrie touch kill slowly what baby monster loves monster hold squeeze little tighter till breathe what baby monster loves monster post  perrie jesy monster loves monster  jesy jade beautiful killer deep just single kiss spell like never seen beautiful fire love heat every night fight like hell love make scream  jade every time more more  perrie touch kill slowly what baby monster loves monster hold squeeze little tighter till breathe breathe baby what baby monster loves monster post  perrie jesy jesy monster loves monster yeah bridge leigh anne jade jesy perrie every moment spend turning friends enemies fighting hold other every second fall fire below beautiful hell made other love louder roar crying more know wrong baby just  perrie leigh anne jade jesy touch kill slowly slowly yeah what baby baby monster loves monster loves monster babe hold squeeze little tighter squeeze little tighter till breathe breathe what baby baby monster loves monster  monster yeah wanting haunting haunting haunting wanting haunting woah haunting haunting wanting haunting haunting haunting wanting haunting haunting,2018-11-16,Between Us,2018,213
A Mess (Happy 4 U),perrie blood speak hundred fifty days twenty weeks woah countin though holding hands bond street cute bought woah rockin though  jade know lyin said feel nothin tryna bigger person hard feelin small nobody knows  still mess since left happy happy happy happy guess hard feelings cause love looking good happy happy happy post  jade leigh anne fine yeah yeah yeah yeah peace sign yeah yeah baby fine yeah yeah yeah yeah happy happy happy  leigh anne leigh anne jade wanna sour bittersweet woah taste mouth cause woah time please wanna rude seems sweet tryna cool woah hold tight broken hearted  jade jade leigh anne know lyin said feel nothin drip makeup time emotional nobody knows  perrie still mess since left since left happy happy happy happy guess guess hard feelings cause love looking good happy happy happy post  jade perrie leigh anne jade fine yeah yeah yeah yeah yeah peace sign yeah yeah baby fine yeah yeah yeah yeah happy happy happy bridge jesy check check check check check check walkin check check myself wanna look eyes protect myself cause feelings never check check check check check check walkin check check myself wanna look eyes protect myself cause feelings never breakdown jade leigh anne fine yeah yeah yeah yeah peace sign yeah yeah baby fine yeah yeah yeah yeah happy happy happy woah  perrie leigh anne jade still mess still mess since left since left happy happy happy happy guess guess hard feelings hard feelings cause love looking good happy happy happy woah post  leigh anne perrie jade fine yeah yeah yeah yeah peace sign peace sign yeah yeah baby fine yeah yeah yeah yeah happy happy happy happy fine yeah yeah yeah yeah happy peace sign yeah yeah yeah baby fine yeah yeah yeah yeah yeah yeah yeah happy happy happy,2020-11-06,Between Us,2020,313
More Than Words,kamille perrie jesy when think think think alone like ghost behind when down down when find things know give words when seasons change shines face yeah part part just much part  kamille jade find peace every story told think never alone true true true know  need words save ways explain always same need words  leigh anne perrie jade jesy forget forget forget heart helped through turned turned turned disaster dream gave power made life brand when world break found magic grew stronger every line line line line line every night every night every night stand sing truth know alright alright  kamille jesy find peace every story told think never alone true true true know  kamille need words save ways explain always same need words bridge kamille leigh anne jade perrie woah yeah find peace every story told think never alone true know  kamille leigh anne jade need words more words save ways explain ways explain baby always same always same need words  jesy need words,2018-11-16,Between Us,2018,173
Breathe,jesy baby love more hurts like hell like love myself never feeling before wanna face truth still missing yeah  jade jesy erase number yeah still sleeping jumper yeah kinda hate love tryna  breathe when sleep space leave swear swear swear heart beat when supposed breathe post  perrie breathe breathe breathe breathe  leigh anne every night calling name here ghost haunted close wonder feeling same remember replacing yeah  perrie jade perrie jade call pick call pick yeah guess drowning liquor drowning liquor yeah yeah thought sick show  jesy leigh anne perrie breathe when with sleep space leave space leave swear swear swear heart beat gone when supposed breathe supposed breathe bridge perrie jesy leigh anne jade still erase number yeah still sleeping jumper yeah hate love woah builtup leigh anne perrie breathe when sleep space leave space leave swear swear swear heart beat gone gone when supposed breathe woah  jade leigh anne perrie breathe when with sleep sleep space leave space leave swear swear swear heart beat gone when supposed breathe  jesy leigh anne jade supposed breathe breathe,2020-11-06,Between Us,2020,187
Cut You Off,leigh anne everyone limit really life till walked right walked right only look back pickin flags turn white white  jade cause wanna listen triggered handed scissors everyone limit really pushed there gotta  perrie perrie leigh anne someone tell here used good nothing lasts forever really thought could know there tears worth broken heart protect energy gotta post  jade  leigh anne jade think believe grass really greener happy happy know think that sweet crawl back late late  perrie jade cause wanna listen yeah triggered handed scissors  leigh anne leigh anne perrie jade someone tell here used good used good nothing lasts forever really thought could yeah know there tears worth broken heart tears protect energy gotta post  perrie perrie jade  jade jade leigh anne perrie someone tell here used good nothing lasts forever really thought could know there tears worth broken heart protect energy gotta what best think finally ready snip snip post  leigh anne jade jade leigh anne perrie,2021-11-12,Between Us,2021,169
American Boy,perrie singin singin singin breaks heart know thinks plays guitar american singing singing singing  jesy back californ playin band dancin stage says away never knew real name  leigh anne mean caught insecure bout things mean jealous careless must drive  perrie perrie jesy singin singin singin breaks heart know thinks plays guitar american singin singin singin breaks heart know thinks plays guitar american american post  leigh anne jade american merican merican know american american merican merican know american  jade wanna know phone making paranoid making making making crazy making feel like needed wanna know home home baby alone alone answer phone baby  leigh anne mean caught insecure bout things mean jealous careless must drive  perrie jesy leigh anne jade jesy singin singin singin breaks heart breaks heart know thinks plays guitar american singin singin singin breaks heart yeah know thinks plays guitar american singin singin singin american post  leigh anne jade perrie american merican merican woah know american american merican merican know american bridge jesy jade perrie leigh anne singin know thinks plays guitar when plays guitar breaks heart american  perrie jesy jade leigh anne jesy singin singin singin breaks heart know thinks plays guitar when plays guitar american singin singin singin breaks heart yeah know thinks plays guitar american american post  leigh anne jade perrie jesy american merican merican american merican know american american merican merican know american,2018-11-16,Between Us,2018,239
Love (Sweet Love),leigh anne  leigh anne waiting patiently like life yeah nobody ever seems right like knows like what help tonight feelin selfish  jade leigh anne what phase human nature yeah invalidate need love love need celebration yeah solo stimulation yeah kiss imagination need love love  spendin time everybody else time love sweet love baby never kept magic myself give when said done gonna show some post  perrie jade leigh anne love sweet love give give that love sweet love yeah gonna give give that love sweet love yeah give give that love sweet love yeah gonna show  jade think spend little time like nothin tips gonna need what help tonight feelin selfish  leigh anne perrie what phase human nature yeah yeah invalidate need love love need celebration yeah solo stimulation yeah imagination need love love love  leigh anne jade spendin time everybody else time love sweet love baby never kept magic myself give give when said done give gonna show show some post  perrie jade leigh anne love sweet love give give that love sweet love said give love sweet love yeah give give that love sweet love love gonna show yeah bridge perrie jade leigh anne gonna show love gonna show love gonna show love gonna show yeah wanna feel rush keep hush baby only nobody knows like know need hold takin askin help yeah  jade leigh anne spendin time everybody else time love sweet love baby yeah yeah never kept magic myself give when said done when said done gonna show show love post  jade perrie leigh anne love sweet love gonna give give that love sweet love gonna give baby love sweet love love love sweet love love love gonna show some  leigh anne jade perrie love sweet love give that give yeah love sweet love give that give love love sweet love yeah love sweet love gonna show,2021-09-03,Between Us,2021,323
Happiness,jesy perrie dancin alone dark shadows messed heart long mistake yeah mistake yeah smile face love reflection better place longer stressin yeah yeah  leigh anne swear never gonna lose again  jesy searching happiness using fill loneliness realised moment free found love found love rain happiness yeah sometim tears fall must confess standing right meant found love found love  leigh anne jade brand evolution ever since finally learning things never knew before yeah never knew before yeah remember mine yours stronger without yeah without yeah  leigh anne jade swear swear never gonna lose again your  leigh anne jesy jade searching happiness happiness using fill loneliness realised moment free found love found love rain happiness yeah sometimes tears fall must confess standing right meant found love found love found love post  jade perrie woah okay found love found love  perrie jade swear never gonna lose again again never gonna lose cause  leigh anne jesy perrie searching happiness using fill loneliness fill loneliness realised moment free free found love found love rain happiness happiness yeah sometimes tears fall must confess standing right meant found love found love,2020-10-15,Between Us,2020,193
A.D.I.D.A.S.,perrie dream dream they overrated well right dream  jesy since thinking googling ways keep entertained three weeks since started play serious babe cause crazy  perrie jesy never somebody could things make come baby baby come pretty baby gonna tonight  jesy jesy jade jesy perrie dream dream they overrated well right dream  jade slavin kitchen iced cake then served plate busy fifty shades while listen drake love emotion  leigh anne never somebody could things make come baby baby come pretty baby gonna tonight  jade jade perrie jesy dream dream they overrated well right dream that right that right bridge jesy leigh anne jade perrie goodie goodie addicted kissy kissy bang bang bang bang delicious dream what baby know that dream about wait dream about wait dream with  leigh anne excuse lose bedroom duty milkshake milkshake like strawberry like wave gonna come tsunami wanna take ride better hurry cause there million wanna brazilian haha  leigh anne leigh anne perrie they overrated well right dream,2015-11-06,Between Us,2015,171
My Love Won’t Let You Down,perrie jesy cold alone wake makin mistakes when heart given love back when party friends gone wondering went wrong come running call name always  leigh anne jesy perrie jade matter going through anytime need when there else around last breath callin trust love down  leigh anne jade yeah know losing fight knocked million times screamin know that right next edge tell fears head sing favourite song till pain tears gone  leigh anne jesy jade perrie there matter going with anytime need there when there else around nobody else around last breath callin callin trust love down matter going through matter goin through there anytime need that need when there else around nobody else around last breath callin trust love down  leigh anne trust love,2020-11-06,Between Us,2020,129
You Gotta Not,leigh anne jade jesy perrie call mama mommy gotta askin money gotta never keep house clean gotta wearin dirty laundry gotta call flirtin gotta even workin baby wanna start growin boom boom boom baby fall love like kids gotta haha still smoke cigs gotta afraid blue clues gotta still bluetooth gotta love whitey tighties gotta what cause show muffin baby wanna start growin boom boom boom baby fall love  perrie jesy leigh anne need like hear paid babysit lookin love singin need need hear  jade leigh anne perrie bump weeknd gotta argue best friend gotta order hottie toddies alright gotta that party gotta everybody warned gotta kinda thought well baby wanna start growin boom boom boom baby fall love  perrie perrie jade need need like hear paid babysit lookin love singin need hear post  leigh anne perrie jade interlude leigh anne ladies need sing bridge perrie jesy call mama mommy gotta askin money gotta haha baby wanna start growin boom boom boom baby fall love boom boom boom  perrie leigh anne jade need yeah like like hear paid babysit lookin love singin need need hear post  leigh anne perrie hear yeah hear  leigh anne jesy need need need need need need need need need need need,2016-10-28,Between Us,2016,214
Nobody Like You,jesy alive living beating heart cause admit taken know love cause always first start making excuses hurts  jesy alone alone alone again want want feel again  jesy jade there nobody like nobody like nobody like nobody like tried goodbye hundred times true nobody like nobody like nobody like nobody like screaming want know nobody like  leigh anne strong side never found cause guard down wrong hate truth like  jade alone alone alone again want want feel again  leigh anne leigh anne jade there nobody like nobody like nobody like nobody like tried goodbye hundred times true nobody like nobody like nobody like nobody like screaming want know bridge leigh anne leigh anne jade wanna feel dark could could left scars that hardest part breakdown perrie there nobody like nobody like tried goodbye hundred times true  perrie jade both there nobody like nobody like nobody like tried goodbye hundred times true nobody like nobody like nobody like nobody like screaming want know  jade perrie jade perrie nobody like nobody like nobody like nobody like nobody like nobody like nobody like yeah nobody like nobody like nobody like,2016-11-16,Between Us,2016,194
Motivate,leigh anne leigh anne jade jade struts like struts like baller switchin every kind pose highways country lanes roll yeah yeah give want babe want drunk sober sober sober sober never lower lower lower lower then baby always hold give give give want babe want  jade when moves cave want dive ocean move move move take labels coffee table begun  jesy touch enough keeping night long night long motivate motivate yeah that baby that baby really hear body talk post  jesy singing catching feelings singing motivate motivate yeah that baby that baby  perrie leigh anne matter matter home look body hooked away tonight  jesy jade leigh anne when moves cave want dive ocean move move move take labels coffee table begun  jesy jade touch enough enough keeping night long night long motivate motivate yeah that baby yeah that baby really hear body talk that baby touch enough enough keeping night long long motivate motivate yeah that baby yeah that baby really hear body talk post  jesy perrie singing catching feelings singing motivate motivate yeah that baby that baby bridge jesy jade leigh anne perrie motivate motivate gets date that baby motivate motivate that baby yeah when bitches hate motivate  jade touch enough keeping night long night long motivate motivate yeah that baby that baby yeah really hear body talk post  perrie jade perrie jade jesy singing catching feelings singing motivate motivate yeah that baby that baby  jesy perrie jade leigh anne motivate motivate that baby gets date that baby motivate motivate yeah that baby when bitches hate that baby motivate motivate gets date motivate motivate yeah bitches hate,2018-11-16,Between Us,2018,279
Good Enough,jesy diamond left dust future lost past seems like never compared wouldn notice disappeared stole love saved myself watched give somebody else scars longer hide found light shut inside couldn love tried  jesy still good enough still worth much sorry life turned sorry smile wearing guess still good enough  leigh anne does burn knowing used pain does hurt knowing fuel flame look back need regrets thank left love behind couldn change tried  jade still good enough still worth much sorry life turned sorry smile wearing guess still good enough bridge perrie release curse cause know worth those wounds made gone seen nothing your love wore thin never want best sorry that clearly  jesy leigh anne jesy still good enough still worth much sorry life turned sorry smile wearing guess still good enough,2013-11-08,Between Us,2013,137
Down & Dirty,jesy leigh anne leigh anne jesy tasty delicious rough around edges mind obsessive flex aggressive glad listen teachers teachers teach dreamer mind offendin bout pretendin them haters hatin fashion trendin believer check stamps visa international divas started making pizzas what  perrie yeah night forget world outside hands real high  leigh anne leigh anne jade that dirty dirty know heard dirty everybody down  jade mirror know fairest bringin fire call daenerys they wanna know sneakin place they need know business play  perrie leigh anne yeah night forget world outside hands real high  leigh anne leigh anne jade that dirty dirty know heard dirty everybody down dirty know heard dirty everybody down bridge perrie four make cause approachin plenty room royce rollin wanna fast yeah hands  leigh anne leigh anne jade that dirty dirty know heard dirty dirty know heard dirty everybody,2016-11-17,Between Us,2016,147
Move,jade baby tell name fever explain there problem school when comes loving chasin waiting roll  perrie woah talk know waiting noticed leave standing leave standing alone cause looking else baby  jesy back wall comfortable looking think might fall feeling like birthday like christmas came early just want move move back wall comfortable looking think might fall feeling like birthday like christmas came early just want move move  leigh anne silly afraid baby quit playing games arms around know take  jade woah know waiting leave standing myself cause looking else looking else looking else looking else yeah yeah  jade jesy leigh anne perrie back wall comfortable looking think might fall think might fall feeling like birthday like christmas came early like christmas came early just want move move when move move back wall comfortable comfortable looking yeah yeah think might fall yeah feeling like birthday like christmas came early early yeah just want move move bridge leigh anne know wanna cause gotta stay cool corner when truth wanna move move know wanna cause gotta stay cool corner when truth wanna move move  perrie move baby know waiting leave standing cause looking else looking else looking else breakdown ready come scared show know girl like moves ready come scared show know girl like moves  jesy perrie back wall comfortable back wall looking think might fall think might fall yeah feeling like birthday like christmas came early just want move move  ready come scared show know girl like moves,2013-10-07,Between Us,2013,256
DNA,perrie does tell loves least expect does flutter heart kisses neck scientist biology obvious holding natural affected  jade heart beat again feel veins need question already know  takes breath away breath away feel every that makes hard understand perfect every face nothing  jesy blue eyes helps future fingerprints leave covered days yeah yeah first degree know need work familiar  jade heart beat again feel veins need question already know  takes breath away breath away feel every that makes hard understand perfect every face nothing bridge leigh anne leigh anne perrie kiss contaminates lips energy connects simple genetics colour eyes wrong need made best passes tests heart beating fast cardiac arrest different strain science explain guess that made breakdown  perrie jade woah takes breath away breath away breath away yeah feel every that makes what makes hard understand understand perfect every every face face nothing nothing,2012-10-01,Between Us,2012,152
Rendezvous,leigh anne tension need attention lately slippin baby missin miss make miss guess that issue need  perrie need ride could right outside pull driveway take paradise anywhere long take there nothin  jade feel rendezvous rendezvous time tryna fall love just tryna rendezvous post  leigh anne already know time place yeah come face face yeah want every every single know time place yeah come face face yeah want every every single  jesy jade jesy jesy leigh anne take like invitation elevations hard locations tempo crescendo pick pace slow clouding window  jade jesy leigh anne need ride yeah could right outside yeah pull driveway take paradise take paradise anywhere yeah long take yeah nothin  leigh anne perrie jesy feel rendezvous feel rendezvous rendezvous rendezvous time time tryna fall love just tryna rendezvous rendezvous post  jesy leigh anne perrie already know time place yeah yeah place come face face come yeah want every yeah every single every single yeah know time place yeah come face face woah yeah want every want every yeah every single bridge perrie baby wanna wait come take breath away want hear name like tell still awake  leigh anne perrie jesy jade feel rendezvous feel rendezvous rendezvous rendezvous time time tryna fall love woah just tryna rendezvous rendezvous post  jesy leigh anne jade perrie already know time place yeah yeah come face face yeah want every yeah every single every single yeah know time place know come face face yeah know want every yeah woah every single,2020-11-06,Between Us,2020,258
Love a Girl Right,leigh anne scandalous yeah broke girl heart next cheating club night never seen girl messed yeah yeah boys spots alone wondering comin home whole damn year wiping tears livin vida loca  jesy know watching cause baddest thing ever happen that truth make hurt cause know right cool ever hear mess comin  perrie treat wrong yeah better love girl right baby cause bout lose love said yeah better love girl right right yeah cause bout lose love yeah post  perrie better love girl right  leigh anne girl always mean whole world want loyalty yeah want better want another nother mistake better risk cause eyes seeing queen wrong best believe livin vida loca  jade know watching cause baddest thing ever happen that truth make hurt cause know right cool right cool ever hear mess comin  perrie treat wrong yeah better love girl right baby cause bout lose love said yeah better love girl right alright yeah cause bout lose love bridge love right gone tonight wanna fight chance gimme yeah woah woah  perrie treat wrong yeah better love girl right baby cause bout lose love said yeah better love girl right right yeah cause bout lose love  perrie jade better love better love better love right,2018-11-16,Between Us,2018,213
Is Your Love Enough?,jade perrie love enough come make believe love enough keep evening love enough  jesy getting late mind call almost there anticipation risin wanna love everywhere  leigh anne kiss falling love this this much never much handle this handle this three nights stop talking baby  jade perrie love enough come make believe love enough keep evening love enough  jade jade leigh anne pull want yeah need deep goes deep goes whisper love enough wanna know  perrie kiss falling love this this much never much handle this handle this three nights stop talking baby  jade perrie jade love enough come make believe love enough keep evening love your love enough enough post  jade perrie jade love enough love enough love enough love enough love enough bridge perrie want want know know handle want want know know handle breakdown jade perrie jade leigh anne love enough come make believe love enough yeah yeah yeah yeah keep evening love enough love  jade perrie perrie leigh anne love enough come make believe love enough love enough keep evening evening love your love enough enough post  jade perrie jade leigh anne jade love enough yeah love enough yeah love enough yeah yeah yeah yeah love enough,2017-11-24,Between Us,2017,210
No,leigh anne woke feeling like baddest bitch ever known feelin even stronger ever felt before pushed limit different zone alone alone  jade know always scared fell games playin yeah know personal opinion never seen like this little word feels amazin yeah yeah know gonna hate power claim baby read lips  jade leigh anne said many times told longer contro kind girl before walk more more said many times know know know told longer contro kind girl before walk more more  perrie jade perrie jade sick bein prisoner livin thumb thumb kill better hurry light tried rise like phoenix said done done then lonely  jade leigh anne know always scared fell games playin yeah know personal opinion never seen like this little word feels amazin yeah yeah know gonna hate power claim baby read lips  jade perrie leigh anne said many times told longer contro kind girl before walk more more said many times said know know know told longer contro control kind girl before walk more more bridge leigh anne jade perrie shame this better karma thing cause right within never gonna baby read lips  jade perrie leigh anne said many times said told longer contro control babe kind girl before walk more more more said many times said know know know know told longer contro kind girl girl before before walk walk more  leigh anne said,2021-11-12,Between Us,2021,235
Notice,leigh anne since noticed feel like losing focus lost fire smoke wanna behind flip recline undress like  jade think know what doin take  perrie think notice think care think notice what point wearing nothin never notice think notice what point wearing nothin never notice notice  jesy want need feed sweet tooth help open invitation take down covered lace wait around tell  jade jesy think notice think care think notice what point wearing nothin never notice think notice what point wearing nothin never notice post  jade perrie tell tell notice what point wearing nothin never notice tell tell notice what point wearing nothin never notice bridge perrie jade jesy think know what doin take yeah take make wait  jade perrie leigh anne think notice think notice think care think think notice what point wearing nothin what point wearing nothin never notice notice yeah think notice what point wearing nothin never notice notice yeah post  jade perrie tell tell notice notice yeah tell tell notice notice ever what point wearing nothin never notice  jesy notice notice notice notice notice notice notice notice,2018-11-16,Between Us,2018,189
Forget You Not,jade babe three months since walked away lookin space need babe need babe baby little hotter know bein that need babe need babe  leigh anne come make like babe never respected left real make hard easy move somethin tell real  perrie club forget bada bang bang with friends forget bada bang bang brand forget bada bang bang baby baby forget  jesy leigh anne body like gimme love throw right back when late night know gets hard hard need somebody give love  jade leigh anne jade jesy come make like babe never respected left real real make hard easy move something tell real  jesy jade perrie leigh anne club forget bada bang bang with friends forget bada bang bang brand forget bada bang bang baby baby forget forget club forget bada bang bang with friends forget forget bada bang bang brand forget bada bang bang baby baby forget bridge leigh anne jesy jade wish could chill like used felt like room except passing people street wishing baby baby forget babe  perrie jade leigh anne club forget bada bang bang with friends forget forget bada bang bang brand forget forget forget forget bada bang bang baby baby forget  leigh anne perrie leigh anne perrie jade baby baby baby sorry yeah yeah yeah maybe friends right along baby yeah wish knew then baby know,2018-11-16,Between Us,2018,229
Your Love,jade luxurious lovin like egyptian cotton nothin least highway down milli bank account  jesy deeper oceans sweetest devotion need pull close there describe what love make feel like  jesy your love make feel like your love make feel like dirty dancin moonlight that love make feel like your love make feel like your love make feel like come kiss like first time that love make feel like  leigh anne late sunday workin monday pack away come closer cause want body heartache undo  perrie deeper oceans sweetest devotion need pull close there describe what love make feel like  perrie jesy perrie your love make feel like your love make feel like dirty dancin moonlight that love make feel like your love make feel like your love make feel like come kiss like first time that love make feel like post  perrie leigh anne perrie jade your love love love love your love love love love your love love love love that love make feel like your love love love love your love love love love your love love love love bridge leigh anne like woah know love feel like then make sing again woah need take hand baby please then make sing again builtup leigh anne your love make feel like your love make feel like your love make feel like  jesy jade perrie your love make feel like your love make feel like dirty dancin moonlight that love make feel like your love make feel like your love make feel like your love make feel like come kiss like first time that love make feel like post  perrie jade leigh anne your love love love love know love your love love love love feel like your love love love love yeah baby love your love love love love woah your love love love love woah your love love love love woah your love love love,2016-11-18,Between Us,2016,324
I Love You,jesy again baby baby hear name like breaking aching still power hangin always over still happening again baby baby  jade wanna scream voice breaks even tears fall heart hates baby love  leigh anne leigh anne jade know still breathing breathing breathing breathing hole heart baby baby matter even though broken love anyway again baby baby baby  perrie leigh anne jade wanna scream voice breaks woah even tears fall heart hates yeah woah wanna know save even three words choke take baby love bridge jesy jade leigh anne love love love love feel touch alone night love love love love holdin tight yeah love love love love life feel like love love love there nothin left love  jade perrie leigh anne wanna scream voice breaks even tears fall heart hates wanna know save yeah yeah wanna know baby even three words choke take baby love  jade jesy jade jesy love love love love baby love love love love love love baby love love,2015-11-06,Between Us,2015,168
Nothing But My Feelings,jade layin nothing feelings thinking bout shadows ceiling waiting probably come through know what good  perrie leigh anne jesy know never work know never work looking workout come round round round come round round round baby even gotta worry even gotta worry cause strings body tied down down down tied down down down  leigh anne cause warnt told told mood come  jesy perrie layin nothing feelings plus diamonds dripping earrings waiting probably come through layin nothin feelings thinking bout shadows ceiling waiting waitin babe probably come through know what good post  jade leigh anne woah come woah nothin feelings woah come woah know what good  leigh anne kinda tipsy wait wait wait takin makeup till take down down down take down down down  jade leigh anne cause want told told mood show tonight  perrie jesy leigh anne layin nothing feelings plus diamonds dripping earrings waiting waiting probably come waitin layin nothin feelings layin here thinking bout shadows ceiling shadows ceiling waiting yeah waiting probably come waitin know what good post  perrie jade leigh anne jesy woah come come nothing feelings nothing feelings come woah know what good know what good come come nothing feelings nothing feelings come come know what good,2020-11-06,Between Us,2020,210
One I’ve Been Missing,missing missing  jade thirlwall sorry been around mind million times make wrap presents tree together together baby there better gift here that feel most  leigh anne pinnock perrie edwards jade thirlwall cause gone long kept holding cause need show just much love christmas lights eyes they never shone bright waited year near missing this christmas post  leigh anne pinnock missing missing missing missing missing  jesy nelson felt lonely sleep wrong side world snow feet fire scene together dream together baby there better gift have here that feel most  perrie edwards jade thirlwall leigh anne pinnock cause gone long kept holding cause need show just much love christmas lights eyes they never shone bright waited year near missing this christmas post  leigh anne pinnock jesy nelson perrie edwards jade thirlwall missing this christmas missing missing missing this christmas missing missing missing this christmas missing yeah  jesy nelson jade thirlwall missing,2019-11-22,Between Us,2019,157
The National Manthem,bitch made magic pray goddess break promise thou shall faithful honest,2018-11-16,Between Us,2018,12
If You Want My Love,jade sick tired mistakes never give want yeah together want late keep moving babe waiting round forever  leigh anne ringin phone sorry love home cause saturday night vibe baby  perrie leigh anne want love better know work baby give whatever doing enough baby want love  jesy jesy leigh anne come face everything right basic baby pictur need move quicker know want love gotta pleasure make feel like type treasure know potential show special gimme that gimme that  jade ringin phone tryna alone saturday night vibe baby  jesy perrie leigh anne want love better know better know work baby give whatever doin enough baby want love bridge perrie jade should known come first should gave deserve like gave gave there make wish come true refrain jade leigh anne jesy want love want love better know better know gotta work want love want love better know better know gotta work gotta want love  perrie jade leigh anne leigh anne jade want love baby want baby want love better know better know work work gotta work baby give yeah yeah want love better know whatever doing enough enough gotta work baby want love  leigh anne perrie leigh anne want love better know gotta work,2020-11-06,Between Us,2020,209
Beep Beep,jade leigh anne beep beep beep beep  jade leigh anne both stuck traffic bumper bumper babe leather jacket smells like aftershave wanna hands booty beep beep blew engine think broke stick busy dreaming jumping turning good need check hood babe beep beep  perrie perrie jesy baby baby there something love affection going crazy thought driving wild  jade jade leigh anne leigh anne cause love love love making love stuck stuck stuck help help just wanna tonight beep beep baby pump pump pump cause give jump jump jump make start again help help just wanna tonight beep beep  jesy jade leigh anne sexy like cadillac just come cause hold back people street watch backseat beep beep  jade perrie jesy baby baby there something love affection going crazy thought driving wild  perrie jade leigh anne jesy cause love love love making love stuck stuck stuck help help just wanna tonight beep beep baby pump pump pump cause give jump jump jump make start again help help just wanna tonight beep beep bridge jade jade leigh anne jesy push pedal till gone floor running reds like would push pedal till gone floor gone floor running reds like would yeah breakdown leigh anne perrie yeah  jade perrie jade leigh anne leigh anne jesy cause love love love making love baby stuck stuck stuck help help just wanna tonight beep beep yeah baby pump pump pump cause give jump jump jump make start baby help help just wanna tonight beep beep  perrie looky here love love love need baby want baby stuck stuck stuck gotta baby help help help need lovin,2016-11-18,Between Us,2016,275
Nothing Else Matters,jade sometimes take goin deep matter deal babe know lose world start creep nobody words speaking  perrie leigh anne only birds bees know little high little cause come come baby baby much enough things love cause come come baby when comin around  jesy cause nothing else matters like nothing else matters like love wanna fight tonight cause nothing else matters like nothing else matters like love gotta believe leaves then coming back around post  jesy really care nothing else nothing else matters yeah yeah nothing else  jesy told down know never want want start  leigh anne lock gave look still come come baby comin around  jesy cause nothing else matters like nothing else matters like love wanna fight tonight cause nothing else matters like nothing else matters like love gotta believe leaves then coming back around post  jade jesy really care nothing else care nothing else nothing else matters yeah yeah nothing else yeah nothing else bridge jade leigh anne want want nobody else myself falling down boys never give baby down love deep body team babe right want told nothing else matters said  jade jesy cause nothing else matters like nothing else matters like love yeah wanna fight tonight cause nothing else matters like nothing else matters like nothing else matters like love gotta believe leaves then coming back around  perrie jade leigh anne really care nothing else nothing else nothing else matters else matters yeah nothing else yeah nothing else really care woah nothing else nothing else matters yeah yeah yeah yeah nothing else nothing else yeah yeah,2016-11-11,Between Us,2016,270
If I Get My Way,jade night wanna talk tonight really wanna hurt cause face your heart breakin heart breakin night wanna hear name tonight wanna play games cause really wanna take take home  perrie shoulder want shoulder every every night fine fine mine lean want dream every every night fine fine fine  jade leigh anne take care take place night prove take place  jesy this time make this night never letting tonight waitin waitin  leigh anne leigh anne perrie shoulder want shoulder every every night fine fine mine lean want dream every every night fine fine fine  jade leigh anne take care take place night prove take place bridge jade know forget night being friends need cause side long girl came nothing tell lies know breakdown leigh anne perrie take care take place night prove take place woah woah  jade leigh anne leigh anne perrie jade take care take place night prove take place take care take place night prove take place,2017-11-24,Between Us,2017,165
Trash,perrie jade leigh anne ever know went last night creepin door like notice keep going back girl make when apologizes keep focus  leigh anne leigh anne jade always workin late what always phone dealin pain yeah gotta beautiful yeah beautiful telling here gonna  jade leigh anne player throw trash trash tell later never call back back girl problem know sell diamonds spend cash cause yeah liar throw trash trash tears ever looking back back pick things throw trash  perrie jade leigh anne learn learn lighter burn dare give comes running first first girl time first first find deserve serve gonna ones coming  leigh anne jade perrie always workin late what always phone yeah dealin pain yeah gotta yeah beautiful yeah beautiful telling here gonna  leigh anne jade player throw trash tell later never call back girl problem know sell diamonds spend cash cause liar throw trash throw trash tears ever looking back never looking back pick things woah throw trash post  jade leigh anne perrie trash throw trash girl trash throw trash girl yeah trash bridge perrie jade leigh anne gonna treat right keeping wasting time yeah need throw away throw away throw away girl telling here gonna  jade leigh anne perrie player throw trash tell later never call back girl girl problem know know sell diamonds spend cash cause yeah liar throw trash throw trash tears ever looking back ever looking back pick things throw trash,2021-11-12,Between Us,2021,245
